ID,GDT_TS
0c1_t00000001_0000122_0,0.9831699999999999
0c1_t00000001_0000123_0,0.96635
0c1_t00000001_0000124_0,0.97596
0c1_t00000001_0000125_0,0.97356
0c1_t00000001_0000126_0,0.97115
0c1_t00000001_0000127_1,0.9783700000000001
0c1_t00000001_0000128_0,0.96154
0c1_t00000001_0000129_0,0.97356
0c1_t00000001_0000130_0,0.97356
0c1_t00000001_0000131_0,0.96394
0c1_t00000001_0000132_0,0.97596
0c1_t00000001_0000133_0,0.97356
0c1_t00000001_0000134_0,0.9783700000000001
0c1_t00000001_0000135_0,0.97115
0c1_t00000001_0000136_0,0.97596
0c1_t00000001_0000137_0,0.96635
0c1_t00000001_0000138_0,0.97115
0c1_t00000001_0000139_0,0.97596
0c1_t00000001_0000141_0,0.9783700000000001
0c1_t00000001_0000142_0,0.97596
0c1_t00000001_0000143_0,0.9855800000000001
0c1_t00000001_0000144_0,0.96394
0c1_t00000001_0000145_0,0.97356
0c1_t00000001_0000146_0,0.96875
0c1_t00000001_0000147_0,0.9783700000000001
0c1_t00000001_0000148_0,0.96635
0c1_t00000001_0000149_0,0.96875
0c1_t00000001_0000151_0,0.96154
0c1_t00000001_0000152_0,0.97356
0c1_t00000001_0000153_0,0.96875
0c1_t00000001_0000154_0,0.97596
0c1_t00000001_0000155_0,0.97356
0c1_t00000001_0000156_0,0.97596
0c1_t00000001_0000157_0,0.97596
0c1_t00000001_0000158_0,0.9831699999999999
0c1_t00000001_0000159_0,0.98077
0c1_t00000001_0000160_0,0.98077
0c1_t00000001_0000161_0,0.97115
0c1_t00000001_0000162_0,0.98077
0c1_t00000001_0000163_0,0.97115
0c1_t00000001_0000164_1,0.97115
0c1_t00000001_0000165_0,0.96154
0c1_t00000001_0000167_0,0.97115
0c1_t00000001_0000168_0,0.97356
0c1_t00000001_0000169_0,0.97115
0c1_t00000001_0000170_0,0.97115
0c1_t00000001_0000171_0,0.96394
0c1_t00000001_0000173_0,0.96875
0c1_t00000001_0000174_0,0.96154
0c1_t00000001_0000175_0,0.98077
0c1_t00000001_0000176_0,0.9783700000000001
0c1_t00000001_0000177_0,0.97356
0c1_t00000001_0000178_0,0.97596
0c1_t00000001_0000181_0,0.97356
0c1_t00000001_0000182_0,0.96635
0c1_t00000001_0000183_0,0.97356
0c1_t00000001_0000184_0,0.9783700000000001
0c1_t00000001_0000186_0,0.9783700000000001
0c1_t00000001_0000187_0,0.97596
0c1_t00000001_0000188_0,0.9783700000000001
0c1_t00000001_0000189_0,0.9783700000000001
0c1_t00000001_0000190_0,0.96635
0c1_t00000001_0000191_0,0.96394
0c1_t00000001_0000192_0,0.96875
0c1_t00000001_0000193_0,0.96875
0c1_t00000001_0000194_0,0.96635
0c1_t00000001_0000195_0,0.9855800000000001
0c1_t00000001_0000196_1,0.97356
0c1_t00000001_0000197_0,0.97356
0c1_t00000001_0000198_0,0.97115
0c1_t00000001_0000199_0,0.98077
0c1_t00000001_0000200_0,0.97596
0c1_t00000001_0000201_0,0.97115
0c1_t00000001_0000202_0,0.97596
0c1_t00000001_0000203_0,0.97596
0c1_t00000001_0000204_0,0.97596
0c1_t00000001_0000205_0,0.96394
0c1_t00000001_0000206_1,0.97115
0c1_t00000001_0000207_1,0.96875
0c1_t00000001_0000208_0,0.97596
0c1_t00000001_0000209_0,0.96875
0c1_t00000001_0000210_0,0.97596
0c1_t00000001_0000211_0,0.9783700000000001
0c1_t00000001_0000212_0,0.97115
0c1_t00000001_0000213_0,0.97115
0c1_t00000001_0000214_0,0.9831699999999999
0c1_t00000001_0000215_0,0.96394
0c1_t00000001_0000216_0,0.97115
0c1_t00000001_0000217_0,0.97115
0c1_t00000001_0000218_0,0.97356
0c1_t00000001_0000219_0,0.97596
0c1_t00000001_0000220_0,0.97596
0c1_t00000001_0000221_1,0.97115
0c1_t00000001_0000222_0,0.97596
0c1_t00000001_0000223_0,0.98077
0c1_t00000001_0000224_0,0.96875
0c1_t00000001_0000226_0,0.96875
0c1_t00000001_0000227_0,0.9783700000000001
0c1_t00000001_0000228_0,0.97115
0c1_t00000001_0000229_0,0.97115
0c1_t00000001_0000230_1,0.96394
0c1_t00000001_0000231_0,0.97356
0c1_t00000001_0000232_0,0.97596
0c1_t00000001_0000233_0,0.97115
0c1_t00000001_0000235_0,0.97596
0c1_t00000001_0000236_0,0.97115
0c1_t00000001_0000237_0,0.97356
0c1_t00000001_0000238_0,0.97115
0c1_t00000001_0000239_0,0.97596
0c1_t00000001_0000240_0,0.96875
0c1_t00000001_0000241_1,0.9831699999999999
0c1_t00000001_0000242_0,0.97356
0c1_t00000001_0000243_0,0.97596
0c1_t00000001_0000244_0,0.97115
0c1_t00000001_0000245_0,0.9783700000000001
0c1_t00000001_0000246_0,0.9783700000000001
0c1_t00000001_0000247_0,0.96394
0c1_t00000001_0000249_0,0.97115
0c1_t00000001_0000250_0,0.97356
0c1_t00000001_0000251_0,0.96875
0c1_t00000001_0000252_0,0.97115
0c1_t00000001_0000253_0,0.97115
0c1_t00000001_0000254_0,0.97115
0c1_t00000001_0000255_0,0.97115
0c1_t00000001_0000256_0,0.96875
0c1_t00000001_0000257_0,0.97356
0c1_t00000001_0000258_0,0.96635
0c1_t00000001_0000259_0,0.9783700000000001
0c1_t00000001_0000260_0,0.9783700000000001
0c1_t00000001_0000261_0,0.97596
0c1_t00000001_0000262_0,0.97596
0c1_t00000001_0000263_0,0.96635
0c1_t00000001_0000264_0,0.97356
0c1_t00000001_0000265_0,0.9591299999999999
0c1_t00000001_0000266_0,0.97115
0c1_t00000001_0000267_0,0.96875
0c1_t00000001_0000268_1,0.96875
0c1_t00000001_0000269_0,0.97356
0c1_t00000001_0000270_0,0.97596
0c1_t00000001_0000271_0,0.97115
0c1_t00000001_0000272_0,0.9831699999999999
0c1_t00000001_0000273_0,0.96875
0c1_t00000001_0000274_0,0.97356
0c1_t00000001_0000275_0,0.96635
0c1_t00000001_0000276_0,0.96635
0c1_t00000001_0000277_0,0.97356
0c1_t00000001_0000278_0,0.96635
0c1_t00000001_0000279_0,0.9783700000000001
0c1_t00000001_0000280_0,0.98077
0c1_t00000001_0000281_0,0.96875
0c1_t00000001_0000282_0,0.9783700000000001
0c1_t00000001_0000283_0,0.9783700000000001
0c1_t00000001_0000285_0,0.97115
0c1_t00000001_0000286_0,0.97356
0c1_t00000001_0000287_0,0.9783700000000001
0c1_t00000001_0000288_0,0.96635
0c1_t00000001_0000289_0,0.97596
0c1_t00000001_0000290_0,0.96875
0c1_t00000001_0000291_0,0.96394
0c1_t00000001_0000292_0,0.97356
0c1_t00000001_0000293_0,0.97356
0c1_t00000001_0000294_0,0.9831699999999999
0c1_t00000001_0000295_0,0.97115
0c1_t00000001_0000296_0,0.98077
0c1_t00000001_0000297_0,0.9831699999999999
0c1_t00000001_0000298_0,0.97115
0c1_t00000001_0000299_0,0.96635
0c1_t00000001_0000300_0,0.97115
0c1_t00000001_0000301_0,0.97115
0c1_t00000001_0000302_0,0.96635
0c1_t00000001_0000303_0,0.97596
0c1_t00000001_0000304_0,0.96875
0c1_t00000001_0000305_0,0.97356
0c1_t00000001_0000306_0,0.97596
0c1_t00000001_0000307_0,0.97356
0c1_t00000001_0000308_0,0.9831699999999999
0c1_t00000001_0000309_0,0.96875
0c1_t00000001_0000310_0,0.97596
0c1_t00000001_0000311_0,0.9831699999999999
0c1_t00000001_0000312_0,0.96635
0c1_t00000001_0000313_0,0.96875
0c1_t00000001_0000314_0,0.97356
0c1_t00000001_0000315_0,0.97596
0c1_t00000001_0000316_0,0.98077
0c1_t00000001_0000317_0,0.9783700000000001
0c1_t00000001_0000318_0,0.98077
0c1_t00000001_0000319_0,0.96875
0c1_t00000001_0000320_0,0.97115
0c1_t00000001_0000321_0,0.96394
0c1_t00000001_0000322_0,0.96875
0c1_t00000001_0000323_0,0.9831699999999999
0c1_t00000001_0000324_0,0.98077
0c1_t00000001_0000325_0,0.9855800000000001
0c1_t00000001_0000326_1,0.97115
0c1_t00000001_0000327_0,0.9783700000000001
0c1_t00000001_0000328_0,0.96875
0c1_t00000001_0000329_0,0.96875
0c1_t00000001_0000330_0,0.96875
0c1_t00000001_0000331_0,0.96875
0c1_t00000001_0000332_0,0.96394
0c1_t00000001_0000333_0,0.97356
0c1_t00000001_0000334_0,0.98077
0c1_t00000001_0000335_0,0.97356
0c1_t00000001_0000336_0,0.9831699999999999
0c1_t00000001_0000337_0,0.97356
0c1_t00000001_0000338_0,0.98077
0c1_t00000001_0000339_0,0.97115
0c1_t00000001_0000341_0,0.97356
0c1_t00000001_0000342_0,0.97356
0c1_t00000001_0000343_0,0.96635
0c1_t00000001_0000344_0,0.97356
0c1_t00000001_0000345_0,0.97356
0c1_t00000001_0000346_0,0.97356
0c1_t00000001_0000347_0,0.97115
0c1_t00000001_0000348_0,0.97596
0c1_t00000001_0000349_0,0.96875
0c1_t00000001_0000350_0,0.97596
0c1_t00000001_0000351_0,0.96635
0c1_t00000001_0000352_0,0.96394
0c1_t00000001_0000353_0,0.96635
0c1_t00000001_0000354_0,0.96635
0c1_t00000001_0000356_0,0.97115
0c1_t00000001_0000357_0,0.97356
0c1_t00000001_0000358_0,0.97115
0c1_t00000001_0000359_0,0.96875
0c1_t00000001_0000360_0,0.97596
0c1_t00000001_0000361_0,0.97356
0c1_t00000001_0000362_0,0.97115
0c1_t00000001_0000363_0,0.96635
0c1_t00000001_0000364_0,0.97115
0c1_t00000001_0000365_0,0.96875
0c1_t00000001_0000366_0,0.97596
0c1_t00000001_0000367_0,0.9783700000000001
0c1_t00000001_0000368_0,0.97356
0c1_t00000001_0000369_0,0.96875
0c1_t00000001_0000370_0,0.9783700000000001
0c1_t00000001_0000371_1,0.96635
0c1_t00000001_0000372_0,0.97115
0c1_t00000001_0000373_0,0.9783700000000001
0c1_t00000001_0000374_0,0.96635
0c1_t00000001_0000375_1,0.97356
0c1_t00000001_0000376_0,0.97596
0c1_t00000001_0000377_0,0.97356
0c1_t00000001_0000378_0,0.9783700000000001
0c1_t00000001_0000379_0,0.97115
0c1_t00000001_0000380_0,0.96875
0c1_t00000001_0000381_0,0.97596
0c1_t00000001_0000382_0,0.9831699999999999
0c1_t00000001_0000383_1,0.97596
0c1_t00000001_0000384_0,0.97596
0c1_t00000001_0000385_0,0.98077
0c1_t00000001_0000387_0,0.96875
0c1_t00000001_0000388_1,0.97356
0c1_t00000001_0000389_0,0.97356
0c1_t00000001_0000390_0,0.97115
0c1_t00000001_0000391_0,0.96635
0c1_t00000001_0000392_0,0.96154
0c1_t00000001_0000393_0,0.9783700000000001
0c1_t00000001_0000394_0,0.97115
0c1_t00000001_0000395_0,0.96875
0c1_t00000001_0000396_0,0.9831699999999999
0c1_t00000001_0000397_0,0.97596
0c1_t00000001_0000398_0,0.96635
0c1_t00000001_0000399_0,0.98077
0c1_t00000001_0000400_0,0.96394
0c1_t00000001_0000401_0,0.96154
0c1_t00000001_0000402_0,0.97596
0c1_t00000001_0000403_0,0.97596
0c1_t00000001_0000404_0,0.9783700000000001
0c1_t00000001_0000405_0,0.96875
0c1_t00000001_0000406_0,0.9855800000000001
0c1_t00000001_0000407_0,0.97115
0c1_t00000001_0000408_0,0.97356
0c1_t00000001_0000409_0,0.96875
0c1_t00000001_0000410_0,0.96154
0c1_t00000001_0000411_0,0.96875
0c1_t00000001_0000412_0,0.9783700000000001
0c1_t00000001_0000413_0,0.96635
0c1_t00000001_0000414_0,0.97115
0c1_t00000001_0000415_0,0.9783700000000001
0c1_t00000001_0000416_0,0.97356
0c1_t00000001_0000417_0,0.96875
0c1_t00000001_0000418_0,0.97356
0c1_t00000001_0000419_1,0.97115
0c1_t00000001_0000420_0,0.97356
0c1_t00000001_0000421_1,0.97596
0c1_t00000001_0000422_0,0.96875
0c1_t00000001_0000423_0,0.96394
0c1_t00000001_0000424_0,0.96635
0c1_t00000001_0000425_0,0.96875
0c1_t00000001_0000426_0,0.96875
0c1_t00000001_0000427_0,0.97115
0c1_t00000001_0000428_0,0.96875
0c1_t00000001_0000429_0,0.96875
0c1_t00000001_0000430_0,0.96875
0c1_t00000001_0000431_0,0.96875
0c1_t00000001_0000432_0,0.97115
0c1_t00000001_0000433_0,0.96635
0c1_t00000001_0000434_0,0.97596
0c1_t00000001_0000435_1,0.97115
0c1_t00000001_0000436_1,0.96154
0c1_t00000001_0000437_1,0.96635
0c1_t00000001_0000438_0,0.97596
0c1_t00000001_0000439_0,0.96875
0c1_t00000001_0000440_0,0.96635
0c1_t00000001_0000441_0,0.97596
0c1_t00000001_0000442_1,0.97356
0c1_t00000001_0000443_0,0.96394
0c1_t00000001_0000444_0,0.98077
0c1_t00000001_0000445_0,0.97115
0c1_t00000001_0000446_0,0.97356
0c1_t00000001_0000447_0,0.97115
0c1_t00000001_0000448_0,0.97115
0c1_t00000001_0000449_0,0.98077
0c1_t00000001_0000450_0,0.97115
0c1_t00000001_0000451_0,0.97596
0c1_t00000001_0000452_0,0.9783700000000001
0c1_t00000001_0000453_0,0.9783700000000001
0c1_t00000001_0000454_0,0.97356
0c1_t00000001_0000455_0,0.96394
0c1_t00000001_0000456_1,0.97115
0c1_t00000001_0000457_0,0.97596
0c1_t00000001_0000458_0,0.96875
0c1_t00000001_0000459_0,0.97356
0c1_t00000001_0000460_0,0.96394
0c1_t00000001_0000461_0,0.9831699999999999
0c1_t00000001_0000462_0,0.97115
0c1_t00000001_0000463_0,0.97115
0c1_t00000001_0000464_0,0.97115
0c1_t00000001_0000465_0,0.97596
0c1_t00000001_0000466_0,0.97596
0c1_t00000001_0000467_0,0.9783700000000001
0c1_t00000001_0000468_0,0.96875
0c1_t00000001_0000469_0,0.9783700000000001
0c1_t00000001_0000470_0,0.9831699999999999
0c1_t00000001_0000471_0,0.97356
0c1_t00000001_0000472_0,0.96875
0c1_t00000001_0000473_0,0.97596
0c1_t00000001_0000474_0,0.9783700000000001
0c1_t00000001_0000475_1,0.96875
0c1_t00000001_0000476_0,0.96635
0c1_t00000001_0000477_0,0.98077
0c1_t00000001_0000478_0,0.98077
0c1_t00000001_0000479_0,0.98798
0c1_t00000001_0000480_0,0.9855800000000001
0c1_t00000001_0000481_0,0.96394
0c1_t00000001_0000482_1,0.97356
0c1_t00000001_0000483_0,0.9783700000000001
0c1_t00000001_0000484_0,0.96635
0c1_t00000001_0000485_0,0.97596
0c1_t00000001_0000486_0,0.96875
0c1_t00000001_0000488_0,0.96635
0c1_t00000001_0000489_0,0.97356
0c1_t00000001_0000490_0,0.96154
0c1_t00000001_0000491_0,0.97596
0c1_t00000001_0000492_0,0.97115
0c1_t00000001_0000493_0,0.98077
0c1_t00000001_0000494_0,0.97596
0c1_t00000001_0000495_0,0.9783700000000001
0c1_t00000001_0000496_0,0.96154
0c1_t00000001_0000497_0,0.9783700000000001
0c1_t00000001_0000498_0,0.97115
0c1_t00000001_0000500_0,0.97356
0c1_t00000001_0000501_0,0.97356
0c1_t00000001_0000502_0,0.97596
0c1_t00000001_0000503_0,0.9591299999999999
0c1_t00000001_0000504_0,0.96394
0c1_t00000001_0000505_0,0.96875
0c1_t00000001_0000506_0,0.97356
0c1_t00000001_0000507_0,0.96635
0c1_t00000001_0000508_0,0.97115
0c1_t00000001_0000509_0,0.98077
0c1_t00000001_0000510_0,0.97356
0c1_t00000001_0000511_0,0.96154
0c1_t00000001_0000512_0,0.98077
0c1_t00000001_0000513_0,0.98077
0c1_t00000001_0000514_1,0.97596
0c1_t00000001_0000515_0,0.96635
0c1_t00000001_0000516_1,0.9783700000000001
0c1_t00000001_0000517_0,0.97115
0c1_t00000001_0000518_0,0.97356
0c1_t00000001_0000519_0,0.9783700000000001
0c1_t00000001_0000520_0,0.96635
0c1_t00000001_0000521_0,0.96635
0c1_t00000001_0000522_0,0.97596
0c1_t00000001_0000523_0,0.97356
0c1_t00000001_0000524_1,0.97356
0c1_t00000001_0000525_0,0.98077
0c1_t00000001_0000526_0,0.97356
0c1_t00000001_0000527_0,0.97356
0c1_t00000001_0000528_0,0.97115
0c1_t00000001_0000529_0,0.98077
0c1_t00000001_0000530_0,0.96635
0c1_t00000001_0000531_0,0.9783700000000001
0c1_t00000001_0000532_0,0.97356
0c1_t00000001_0000533_0,0.98077
0c1_t00000001_0000534_1,0.96635
0c1_t00000001_0000535_0,0.96635
0c1_t00000001_0000536_0,0.96635
0c1_t00000001_0000537_0,0.96635
0c1_t00000001_0000538_0,0.97596
0c1_t00000001_0000539_1,0.97596
0c1_t00000001_0000540_0,0.96635
0c1_t00000001_0000541_0,0.97115
0c1_t00000001_0000542_0,0.96875
0c1_t00000001_0000543_0,0.96635
0c1_t00000001_0000544_0,0.96635
0c1_t00000001_0000545_0,0.96875
0c1_t00000001_0000546_0,0.96154
0c1_t00000001_0000547_0,0.97115
0c1_t00000001_0000548_0,0.97356
0c1_t00000001_0000549_1,0.96635
0c1_t00000001_0000550_0,0.96875
0c1_t00000001_0000551_0,0.98077
0c1_t00000001_0000552_0,0.96875
0c1_t00000001_0000553_0,0.97356
0c1_t00000001_0000554_0,0.96875
0c1_t00000001_0000555_0,0.97115
0c1_t00000001_0000556_0,0.97115
0c1_t00000001_0000557_0,0.96875
0c1_t00000001_0000558_0,0.97596
0c1_t00000001_0000559_0,0.97596
0c1_t00000001_0000560_0,0.96394
0c1_t00000001_0000561_0,0.97596
0c1_t00000001_0000562_0,0.97115
0c1_t00000001_0000563_0,0.96394
0c1_t00000001_0000564_0,0.96635
0c1_t00000001_0000565_0,0.97356
0c1_t00000001_0000566_0,0.9783700000000001
0c1_t00000001_0000567_0,0.97356
0c1_t00000001_0000568_0,0.9783700000000001
0c1_t00000001_0000569_1,0.96875
0c1_t00000001_0000570_0,0.9783700000000001
0c1_t00000001_0000571_0,0.97115
0c1_t00000001_0000572_0,0.97356
0c1_t00000001_0000573_0,0.96875
0c1_t00000001_0000575_0,0.96154
0c1_t00000001_0000576_1,0.9591299999999999
0c1_t00000001_0000577_0,0.97115
0c1_t00000001_0000578_0,0.96394
0c1_t00000001_0000579_0,0.9783700000000001
0c1_t00000001_0000580_0,0.97356
0c1_t00000001_0000581_0,0.96875
0c1_t00000001_0000582_0,0.96875
0c1_t00000001_0000583_0,0.97115
0c1_t00000001_0000584_0,0.97115
0c1_t00000001_0000585_0,0.97356
0c1_t00000001_0000586_0,0.97356
0c1_t00000001_0000587_0,0.97596
0c1_t00000001_0000588_0,0.97356
0c1_t00000001_0000589_0,0.96394
0c1_t00000001_0000590_0,0.9783700000000001
0c1_t00000001_0000591_0,0.96635
0c1_t00000001_0000592_0,0.96875
0c1_t00000001_0000593_0,0.98077
0c1_t00000001_0000594_0,0.96394
0c1_t00000001_0000595_1,0.97356
0c1_t00000001_0000596_0,0.96394
0c1_t00000001_0000597_1,0.97115
0c1_t00000001_0000598_0,0.97596
0c1_t00000001_0000599_0,0.97596
0c1_t00000001_0000600_0,0.97115
0c1_t00000001_0000601_0,0.97115
0c1_t00000001_0000602_1,0.97356
0c1_t00000001_0000603_0,0.96394
0c1_t00000001_0000604_0,0.96635
0c1_t00000001_0000605_1,0.96875
0c1_t00000001_0000606_0,0.97596
0c1_t00000001_0000607_0,0.96875
0c1_t00000001_0000608_0,0.96875
0c1_t00000001_0000609_0,0.97356
0c1_t00000001_0000610_0,0.9783700000000001
0c1_t00000001_0000611_0,0.96635
0c1_t00000001_0000612_0,0.98077
0c1_t00000001_0000613_0,0.97356
0c1_t00000001_0000614_0,0.97596
0c1_t00000001_0000615_0,0.96154
0c1_t00000001_0000616_0,0.97115
0c1_t00000001_0000617_0,0.97115
0c1_t00000001_0000618_0,0.9783700000000001
0c1_t00000001_0000620_0,0.9783700000000001
0c1_t00000001_0000621_0,0.96875
0c1_t00000001_0000622_0,0.9783700000000001
0c1_t00000001_0000623_0,0.97356
0c1_t00000001_0000624_0,0.9783700000000001
0c1_t00000001_0000625_0,0.96394
0c1_t00000001_0000626_0,0.97596
0c1_t00000001_0000628_0,0.97596
0c1_t00000001_0000629_1,0.96875
0c1_t00000001_0000630_1,0.97356
0c1_t00000001_0000631_0,0.9831699999999999
0c1_t00000001_0000632_0,0.96875
0c1_t00000001_0000633_0,0.97596
0c1_t00000001_0000634_0,0.97115
0c1_t00000001_0000635_0,0.98077
0c1_t00000001_0000636_0,0.97115
0c1_t00000001_0000637_0,0.9783700000000001
0c1_t00000001_0000638_0,0.97356
0c1_t00000001_0000639_0,0.9783700000000001
0c1_t00000001_0000640_1,0.96875
0c1_t00000001_0000641_0,0.9783700000000001
0c1_t00000001_0000642_0,0.97596
0c1_t00000001_0000643_0,0.97596
0c1_t00000001_0000644_0,0.97115
0c1_t00000001_0000645_0,0.97356
0c1_t00000001_0000646_0,0.96635
0c1_t00000001_0000647_0,0.96875
0c1_t00000001_0000648_0,0.96875
0c1_t00000001_0000649_0,0.96875
0c1_t00000001_0000651_0,0.97356
0c1_t00000001_0000652_1,0.96875
0c1_t00000001_0000653_0,0.97596
0c1_t00000001_0000654_0,0.96154
0c1_t00000001_0000655_0,0.96635
0c1_t00000001_0000656_0,0.9783700000000001
0c1_t00000001_0000657_0,0.96875
0c1_t00000001_0000658_0,0.96875
0c1_t00000001_0000659_0,0.97356
0c1_t00000001_0000660_0,0.97596
0c1_t00000001_0000661_0,0.97356
0c1_t00000001_0000662_0,0.96635
0c1_t00000001_0000663_0,0.97356
0c1_t00000001_0000664_0,0.9783700000000001
0c1_t00000001_0000665_0,0.97596
0c1_t00000001_0000666_0,0.96875
0c1_t00000001_0000667_1,0.97596
0c1_t00000001_0000668_0,0.97115
0c1_t00000001_0000669_1,0.96635
0c1_t00000001_0000670_0,0.97356
0c1_t00000001_0000671_0,0.98077
0c1_t00000001_0000672_1,0.9855800000000001
0c1_t00000001_0000673_0,0.97115
0c1_t00000001_0000674_0,0.97596
0c1_t00000001_0000675_0,0.97115
0c1_t00000001_0000676_0,0.97115
0c1_t00000001_0000677_1,0.96635
0c1_t00000001_0000678_1,0.97356
0c1_t00000001_0000679_0,0.97356
0c1_t00000001_0000680_0,0.96875
0c1_t00000001_0000681_0,0.96635
0c1_t00000001_0000682_1,0.96875
0c1_t00000001_0000683_0,0.97356
0c1_t00000001_0000684_1,0.97596
0c1_t00000001_0000685_0,0.96875
0c1_t00000001_0000686_0,0.98077
0c1_t00000001_0000687_1,0.97115
0c1_t00000001_0000688_0,0.97115
0c1_t00000001_0000689_1,0.9831699999999999
0c1_t00000001_0000690_0,0.96875
0c1_t00000001_0000691_1,0.98077
0c1_t00000001_0000692_0,0.96875
0c1_t00000001_0000693_0,0.98077
0c1_t00000001_0000694_1,0.98077
0c1_t00000001_0000695_0,0.96875
0c1_t00000001_0000696_0,0.97596
0c1_t00000001_0000697_0,0.9831699999999999
0c1_t00000001_0000698_0,0.96875
0c1_t00000001_0000699_0,0.97356
0c1_t00000001_0000700_0,0.96154
0c1_t00000001_0000701_0,0.95673
